Datetime	 016-10-20 20:00:00	 timezone	 GMT+8	 AQI Shanghai	 87	 PM2.5	 87	 PM10	 19	 O3	  20	 NO2	  25	 SO2	  5	 CO	  6	 Temperature	  21	 Dew	  19	 Air pressure is	 1014	 Humidity	 88	 Wind	 5	
Datetime	 016-10-27 00:00:00	 timezone	 GMT+8	 AQI Shanghai	 57	 PM2.5	 57	 PM10	 17	 O3	  34	 NO2	  10	 SO2	  5	 CO	  4	 Temperature	  18	 Dew	  16	 Air pressure is	 1019	 Humidity	 88	 Wind	 4	
Datetime	 016-10-27 08:00:00	 timezone	 GMT+8	 AQI Shanghai	 53	 PM2.5	 53	 PM10	 14	 O3	  34	 NO2	  9	 SO2	  6	 CO	  4	 Temperature	  19	 Dew	  17	 Air pressure is	 1019	 Humidity	 88	 Wind	 4	
Datetime	 016-10-27 16:00:00	 timezone	 GMT+8	 AQI Shanghai	 78	 PM2.5	 78	 PM10	 23	 O3	  16	 NO2	  31	 SO2	  5	 CO	  6	 Temperature	  21	 Dew	  20	 Air pressure is	 1015	 Humidity	 94	 Wind	 3	
Datetime	 016-10-28 00:00:00	 timezone	 GMT+8	 AQI Shanghai	 85	 PM2.5	 85	 PM10	 32	 O3	  9	 NO2	  27	 SO2	  5	 CO	  6	 Temperature	  22	 Dew	  22	 Air pressure is	 1013	 Humidity	 10	 Wind	 2	
Datetime	 016-10-28 08:00:00	 timezone	 GMT+8	 AQI Shanghai	 91	 PM2.5	 91	 PM10	 40	 O3	  6	 NO2	  22	 SO2	  8	 CO	  10	 Temperature	  19	 Dew	  16	 Air pressure is	 1018	 Humidity	 83	 Wind	 7	
Datetime	 016-10-28 16:00:00	 timezone	 GMT+8	 AQI Shanghai	 46	 PM2.5	 46	 PM10	 23	 O3	  21	 NO2	  18	 SO2	  5	 CO	  5	 Temperature	  16	 Dew	  15	 Air pressure is	 1021	 Humidity	 94	 Wind	 8	
Datetime	 016-10-29 00:00:00	 timezone	 GMT+8	 AQI Shanghai	 109	 PM2.5	 109	 PM10	 30	 O3	  20	 NO2	  19	 SO2	  6	 CO	  6	 Temperature	  15	 Dew	  13	 Air pressure is	 1026	 Humidity	 88	 Wind	 6	
Datetime	 016-10-29 08:00:00	 timezone	 GMT+8	 AQI Shanghai	 65	 PM2.5	 65	 PM10	 25	 O3	  27	 NO2	  11	 SO2	  6	 CO	  3	 Temperature	  15	 Dew	  10	 Air pressure is	 1028	 Humidity	 72	 Wind	 8	
Datetime	 016-10-29 16:00:00	 timezone	 GMT+8	 AQI Shanghai	 59	 PM2.5	 59	 PM10	 27	 O3	  28	 NO2	  12	 SO2	  6	 CO	  3	 Temperature	  15	 Dew	  9	 Air pressure is	 1028	 Humidity	 67	 Wind	 4	
Datetime	 016-10-30 00:00:00	 timezone	 GMT+8	 AQI Shanghai	 46	 PM2.5	 46	 PM10	 28	 O3	  34	 NO2	  9	 SO2	  6	 CO	  3	 Temperature	  18	 Dew	  8	 Air pressure is	 1025	 Humidity	 52	 Wind	 4	
Datetime	 016-10-30 08:00:00	 timezone	 GMT+8	 AQI Shanghai	 70	 PM2.5	 70	 PM10	 27	 O3	  32	 NO2	  11	 SO2	  6	 CO	  4	 Temperature	  18	 Dew	  8	 Air pressure is	 1026	 Humidity	 54	 Wind	 4	
Datetime	 016-10-30 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 61	 PM2.5	 61	 PM10	 28	 O3	  30	 NO2	  13	 SO2	  5	 CO	  4	 Temperature	  17	 Dew	  9	 Air pressure is	 1026	 Humidity	 59	 Wind	 4	
Datetime	 016-10-31 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 68	 PM2.5	 68	 PM10	 30	 O3	  16	 NO2	  28	 SO2	  7	 CO	  5	 Temperature	  17	 Dew	  12	 Air pressure is	 1024	 Humidity	 72	 Wind	 3	
Datetime	 016-10-31 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 76	 PM2.5	 76	 PM10	 19	 O3	  17	 NO2	  24	 SO2	  5	 CO	  5	 Temperature	  15	 Dew	  14	 Air pressure is	 1026	 Humidity	 94	 Wind	 2	
Datetime	 016-10-31 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 91	 PM2.5	 91	 PM10	 27	 O3	  28	 NO2	  17	 SO2	  5	 CO	  5	 Temperature	  16	 Dew	  12	 Air pressure is	 1026	 Humidity	 77	 Wind	 5	
Datetime	 016-11-01 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 61	 PM2.5	 61	 PM10	 42	 O3	  19	 NO2	  17	 SO2	  7	 CO	  6	 Temperature	  14	 Dew	  12	 Air pressure is	 1029	 Humidity	 88	 Wind	 5	
Datetime	 016-11-01 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 63	 PM2.5	 63	 PM10	 26	 O3	  26	 NO2	  8	 SO2	  5	 CO	  2	 Temperature	  14	 Dew	  8	 Air pressure is	 1032	 Humidity	 67	 Wind	 7	
Datetime	 016-11-01 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 61	 PM2.5	 61	 PM10	 23	 O3	  34	 NO2	  7	 SO2	  5	 CO	  3	 Temperature	  13	 Dew	  3	 Air pressure is	 1030	 Humidity	 51	 Wind	 6	
Datetime	 016-11-02 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 70	 PM2.5	 70	 PM10	 30	 O3	  6	 NO2	  34	 SO2	  8	 CO	  5	 Temperature	  10	 Dew	  5	 Air pressure is	 1031	 Humidity	 71	 Wind	 4	
Datetime	 016-11-02 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 82	 PM2.5	 82	 PM10	 29	 O3	  7	 NO2	  32	 SO2	  6	 CO	  5	 Temperature	  13	 Dew	  7	 Air pressure is	 1030	 Humidity	 67	 Wind	 3	
Datetime	 016-11-02 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 107	 PM2.5	 107	 PM10	 45	 O3	  38	 NO2	  18	 SO2	  8	 CO	  5	 Temperature	  15	 Dew	  4	 Air pressure is	 1027	 Humidity	 48	 Wind	 3	
Datetime	 016-11-03 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 152	 PM2.5	 152	 PM10	 54	 O3	  5	 NO2	  46	 SO2	  6	 CO	  8	 Temperature	  11	 Dew	  8	 Air pressure is	 1027	 Humidity	 82	 Wind	 1	
Datetime	 016-11-03 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 152	 PM2.5	 152	 PM10	 54	 O3	  5	 NO2	  46	 SO2	  6	 CO	  8	 Temperature	  11	 Dew	  8	 Air pressure is	 1027	 Humidity	 82	 Wind	 1	
Datetime	 016-11-03 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 152	 PM2.5	 152	 PM10	 54	 O3	  5	 NO2	  46	 SO2	  6	 CO	  8	 Temperature	  11	 Dew	  8	 Air pressure is	 1027	 Humidity	 82	 Wind	 1	
Datetime	 016-11-04 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 164	 PM2.5	 164	 PM10	 67	 O3	  18	 NO2	  55	 SO2	  8	 CO	  6	 Temperature	  12	 Dew	  8	 Air pressure is	 1020	 Humidity	 77	 Wind	 1	
Datetime	 016-11-04 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 160	 PM2.5	 160	 PM10	 78	 O3	  11	 NO2	  56	 SO2	  9	 CO	  11	 Temperature	  18	 Dew	  11	 Air pressure is	 1020	 Humidity	 64	 Wind	 4	
Datetime	 016-11-04 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 132	 PM2.5	 132	 PM10	 69	 O3	  51	 NO2	  33	 SO2	  11	 CO	  6	 Temperature	  19	 Dew	  8	 Air pressure is	 1013	 Humidity	 49	 Wind	 4	
Datetime	 016-11-05 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 151	 PM2.5	 151	 PM10	 78	 O3	  13	 NO2	  62	 SO2	  8	 CO	  7	 Temperature	  14	 Dew	  12	 Air pressure is	 1014	 Humidity	 88	 Wind	 2	
Datetime	 016-11-05 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 151	 PM2.5	 151	 PM10	 78	 O3	  13	 NO2	  62	 SO2	  8	 CO	  7	 Temperature	  14	 Dew	  12	 Air pressure is	 1014	 Humidity	 88	 Wind	 2	
Datetime	 016-11-05 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 162	 PM2.5	 162	 PM10	 68	 O3	  78	 NO2	  26	 SO2	  9	 CO	  6	 Temperature	  23	 Dew	  13	 Air pressure is	 1012	 Humidity	 53	 Wind	 2	
Datetime	 016-11-06 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 169	 PM2.5	 169	 PM10	 55	 O3	  12	 NO2	  49	 SO2	  9	 CO	  13	 Temperature	  16	 Dew	  14	 Air pressure is	 1016	 Humidity	 88	 Wind	 1	
Datetime	 016-11-06 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 169	 PM2.5	 169	 PM10	 55	 O3	  12	 NO2	  49	 SO2	  9	 CO	  13	 Temperature	  16	 Dew	  14	 Air pressure is	 1016	 Humidity	 88	 Wind	 1	
Datetime	 016-11-06 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 169	 PM2.5	 169	 PM10	 55	 O3	  12	 NO2	  49	 SO2	  9	 CO	  13	 Temperature	  16	 Dew	  14	 Air pressure is	 1016	 Humidity	 88	 Wind	 1	
Datetime	 016-11-07 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 102	 PM2.5	 102	 PM10	 48	 O3	  14	 NO2	  33	 SO2	  8	 CO	  6	 Temperature	  19	 Dew	  16	 Air pressure is	 1020	 Humidity	 83	 Wind	 3	
Datetime	 016-11-07 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 102	 PM2.5	 102	 PM10	 48	 O3	  14	 NO2	  33	 SO2	  8	 CO	  6	 Temperature	  19	 Dew	  16	 Air pressure is	 1020	 Humidity	 83	 Wind	 3	
Datetime	 016-11-07 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 76	 PM2.5	 76	 PM10	 30	 O3	  22	 NO2	  25	 SO2	  6	 CO	  6	 Temperature	  22	 Dew	  18	 Air pressure is	 1017	 Humidity	 78	 Wind	 4	
Datetime	 016-11-08 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 61	 PM2.5	 61	 PM10	 52	 O3	  43	 NO2	  6	 SO2	  6	 CO	  5	 Temperature	  16	 Dew	  15	 Air pressure is	 1019	 Humidity	 94	 Wind	 9	
Datetime	 016-11-08 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 72	 PM2.5	 72	 PM10	 16	 O3	  24	 NO2	  15	 SO2	  5	 CO	  6	 Temperature	  12	 Dew	  10	 Air pressure is	 1027	 Humidity	 88	 Wind	 8	
Datetime	 016-11-08 11:00:00	 timezone	 GMT+8	 AQI Shanghai	 80	 PM2.5	 80	 PM10	 21	 O3	  23	 NO2	  15	 SO2	  6	 CO	  6	 Temperature	  12	 Dew	  10	 Air pressure is	 1028	 Humidity	 85	 Wind	 8	
Datetime	 016-11-08 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 74	 PM2.5	 74	 PM10	 30	 O3	  27	 NO2	  12	 SO2	  7	 CO	  5	 Temperature	  12	 Dew	  5	 Air pressure is	 1029	 Humidity	 62	 Wind	 7	
Datetime	 016-11-09 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 57	 PM2.5	 57	 PM10	 18	 O3	  30	 NO2	  9	 SO2	  6	 CO	  3	 Temperature	  11	 Dew	  5	 Air pressure is	 1031	 Humidity	 67	 Wind	 6	
Datetime	 016-11-09 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 74	 PM2.5	 74	 PM10	 20	 O3	  23	 NO2	  15	 SO2	  5	 CO	  3	 Temperature	  11	 Dew	  6	 Air pressure is	 1030	 Humidity	 71	 Wind	 3	
Datetime	 016-11-09 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 55	 PM2.5	 55	 PM10	 25	 O3	  27	 NO2	  15	 SO2	  6	 CO	  4	 Temperature	  12	 Dew	  5	 Air pressure is	 1027	 Humidity	 62	 Wind	 4	
Datetime	 016-11-10 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 78	 PM2.5	 78	 PM10	 20	 O3	  24	 NO2	  18	 SO2	  6	 CO	  3	 Temperature	  11	 Dew	  7	 Air pressure is	 1025	 Humidity	 76	 Wind	 3	
Datetime	 016-11-10 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 117	 PM2.5	 117	 PM10	 23	 O3	  9	 NO2	  28	 SO2	  7	 CO	  5	 Temperature	  12	 Dew	  8	 Air pressure is	 1025	 Humidity	 77	 Wind	 4	
Datetime	 016-11-10 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 147	 PM2.5	 147	 PM10	 47	 O3	  12	 NO2	  27	 SO2	  8	 CO	  7	 Temperature	  12	 Dew	  7	 Air pressure is	 1021	 Humidity	 72	 Wind	 3	
Datetime	 016-11-11 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 153	 PM2.5	 153	 PM10	 54	 O3	  4	 NO2	  36	 SO2	  12	 CO	  10	 Temperature	  9	 Dew	  7	 Air pressure is	 1022	 Humidity	 87	 Wind	 2	
Datetime	 016-11-11 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 124	 PM2.5	 124	 PM10	 48	 O3	  5	 NO2	  31	 SO2	  15	 CO	  10	 Temperature	  14	 Dew	  8	 Air pressure is	 1023	 Humidity	 67	 Wind	 3	
Datetime	 016-11-11 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 149	 PM2.5	 149	 PM10	 78	 O3	  39	 NO2	  32	 SO2	  11	 CO	  6	 Temperature	  17	 Dew	  6	 Air pressure is	 1019	 Humidity	 48	 Wind	 4	
Datetime	 016-11-12 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 102	 PM2.5	 102	 PM10	 59	 O3	  13	 NO2	  50	 SO2	  8	 CO	  7	 Temperature	  14	 Dew	  11	 Air pressure is	 1020	 Humidity	 82	 Wind	 4	
Datetime	 016-11-12 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 107	 PM2.5	 107	 PM10	 44	 O3	  28	 NO2	  27	 SO2	  7	 CO	  6	 Temperature	  17	 Dew	  13	 Air pressure is	 1019	 Humidity	 78	 Wind	 6	
Datetime	 016-11-12 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 122	 PM2.5	 122	 PM10	 64	 O3	  32	 NO2	  47	 SO2	  9	 CO	  6	 Temperature	  20	 Dew	  11	 Air pressure is	 1019	 Humidity	 56	 Wind	 3	
Datetime	 016-11-13 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 134	 PM2.5	 134	 PM10	 49	 O3	  13	 NO2	  29	 SO2	  7	 CO	  6	 Temperature	  17	 Dew	  14	 Air pressure is	 1019	 Humidity	 82	 Wind	 1	
Datetime	 016-11-13 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 142	 PM2.5	 142	 PM10	 51	 O3	  4	 NO2	  33	 SO2	  7	 CO	  8	 Temperature	  18	 Dew	  17	 Air pressure is	 1019	 Humidity	 94	 Wind	 2	
Datetime	 016-11-13 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 142	 PM2.5	 142	 PM10	 51	 O3	  4	 NO2	  33	 SO2	  7	 CO	  8	 Temperature	  18	 Dew	  17	 Air pressure is	 1019	 Humidity	 94	 Wind	 2	
Datetime	 016-11-14 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 158	 PM2.5	 158	 PM10	 68	 O3	  9	 NO2	  33	 SO2	  7	 CO	  7	 Temperature	  18	 Dew	  17	 Air pressure is	 1016	 Humidity	 94	 Wind	 1	
Datetime	 016-11-14 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 178	 PM2.5	 178	 PM10	 72	 O3	  4	 NO2	  37	 SO2	  7	 CO	  12	 Temperature	  18	 Dew	  17	 Air pressure is	 1016	 Humidity	 94	 Wind	 2	
Datetime	 016-11-14 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 162	 PM2.5	 162	 PM10	 56	 O3	  32	 NO2	  33	 SO2	  12	 CO	  8	 Temperature	  20	 Dew	  12	 Air pressure is	 1017	 Humidity	 60	 Wind	 3	
Datetime	 016-11-15 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 172	 PM2.5	 172	 PM10	 77	 O3	  29	 NO2	  20	 SO2	  8	 CO	  10	 Temperature	  15	 Dew	  13	 Air pressure is	 1020	 Humidity	 88	 Wind	 3	
Datetime	 016-11-15 09:00:00	 timezone	 GMT+8	 AQI Shanghai	 157	 PM2.5	 157	 PM10	 76	 O3	  32	 NO2	  19	 SO2	  8	 CO	  10	 Temperature	  17	 Dew	  10	 Air pressure is	 1024	 Humidity	 63	 Wind	 8	
Datetime	 016-11-15 17:00:00	 timezone	 GMT+8	 AQI Shanghai	 63	 PM2.5	 63	 PM10	 45	 O3	  38	 NO2	  13	 SO2	  8	 CO	  5	 Temperature	  15	 Dew	  6	 Air pressure is	 1023	 Humidity	 55	 Wind	 6	
Datetime	 016-11-16 01:00:00	 timezone	 GMT+8	 AQI Shanghai	 50	 PM2.5	 50	 PM10	 15	 O3	  17	 NO2	  23	 SO2	  7	 CO	  4	 Temperature	  12	 Dew	  7	 Air pressure is	 1023	 Humidity	 72	 Wind	 1	
